codigo,nombre,tipo,titularidad,municipio,provincia,comunidad,direccion,codigo_postal,telefono,email,web,latitud,longitud,curso_academico,enseñanzas,especialidad,familia_fp,situacion,fuente
28038151,RAFAEL ALBERTI,IES,Público,Coslada,Madrid,Comunidad de Madrid,CALLE de la Virgen de la Cabeza 29,28821.0,916691944,ies.alberti.coslada@educa.madrid.org,http://www.educa.madrid.org/ies.alberti.coslada,40.839984,-3.568165,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28038215,CARPE DIEM,IES,Público,Getafe,Madrid,Comunidad de Madrid,SENDA de Mafalda 2,28905.0,916827161,ies.carpediem.getafe@educa.madrid.org,http://www.educa.madrid.org/ies.carpediem.getafe,40.704125,-3.751981,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,BAJA,centros_educativos
28038227,CLARA CAMPOAMOR,IES,Público,Getafe,Madrid,Comunidad de Madrid,SENDA de Mafalda 4,28905.0,916810212,ies.claracampoamor.getafe@educa.madrid.org,http://www.educa.madrid.org/ies.claracampoamor.getafe,40.703708,-3.750887,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,BAJA,centros_educativos
28038291,SALVADOR DALI,IES,Público,Leganés,Madrid,Comunidad de Madrid,CALLE Austria 7,28916.0,916862999,ies.salvadordali.leganes@educa.madrid.org,http://www.educa.madrid.org/ies.salvadordali.leganes,40.74678,-3.74719,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28038306,SIGLO XXI,IES,Público,Leganés,Madrid,Comunidad de Madrid,CALLE de la Ingeniería 1,28918.0,916806303,ies.sigloveintiuno.leganes@educa.madrid.org,http://www.educa.madrid.org/ies.sigloveintiuno.leganes,40.748193,-3.768445,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28038355,MIRASIERRA,IES,Público,Madrid,Madrid,Comunidad de Madrid,CALLE de la Portera del Cura 4,28034.0,917346532,ies.mirasierra.madrid@educa.madrid.org,http://www.educa.madrid.org/ies.mirasierra.madrid,40.901171,-3.719612,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28038367,FRANCISCO TOMAS Y VALIENTE,IES,Público,Madrid,Madrid,Comunidad de Madrid,CALLE de Benita Ávila 3,28043.0,917591114,ies.tomasyvaliente.madrid@educa.madrid.org,http://www.educa.madrid.org/ies.tomasyvaliente.madrid,40.87377,-3.654506,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28038379,ISLAS FILIPINAS,IES,Público,Madrid,Madrid,Comunidad de Madrid,CALLE de Jesús Maestro 3,28003.0,915544349,ies.islasfilipinas.madrid@educa.madrid.org,http://www.educa.madrid.org/ies.islasfilipinas.madrid,40.850644,-3.715625,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28038422,LUIS BUÑUEL,IES,Público,Móstoles,Madrid,Comunidad de Madrid,CALLE Orquídea 1,28933.0,912360001,ies.luisbunuel.mostoles@educa.madrid.org,http://www.educa.madrid.org/ies.luisbunuel.mostoles,40.749389,-3.870732,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28038446,NARCIS MONTURIOL,IES,Público,Parla,Madrid,Comunidad de Madrid,CALLE Leganés 38,28981.0,916982811,ies.narcismonturiol.parla@educa.madrid.org,http://www.educa.madrid.org/ies.narcismonturiol.parla,40.652992,-3.781415,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28038616,JAIME FERRAN CLUA,IES,Público,San Fernando de Henares,Madrid,Comunidad de Madrid,AVDA Jean Paul Sartre s/n,28830.0,916723539,ies.jaimeferran.sanfernando@educa.madrid.org,http://www.educa.madrid.org/ies.jaimeferran.sanfernando,40.824721,-3.524192,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28038801,MARIA DE MOLINA,IES,Público,Madrid,Madrid,Comunidad de Madrid,CALLE de Mirabel 22,28044.0,917054289,ies.mariademolina.madrid@educa.madrid.org,http://www.educa.madrid.org/ies.mariademolina.madrid,40.787581,-3.784804,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28038811,ANTONIO MACHADO,IES,Público,Madrid,Madrid,Comunidad de Madrid,CALLE de Alfonso Fernández 25,28044.0,915085940,ies.machado.madrid@educa.madrid.org,http://www.educa.madrid.org/ies.machado.madrid,40.776555,-3.760038,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,BAJA,centros_educativos
28038823,ISAAC NEWTON,IES,Público,Madrid,Madrid,Comunidad de Madrid,CALLE de Joaquín Lorenzo 2,28035.0,913732052,ies.newton.madrid@educa.madrid.org,http://www.educa.madrid.org/ies.newton.madrid,40.883101,-3.727048,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28038835,ISIDRA DE GUZMÁN,IES,Público,Alcalá de Henares,Madrid,Comunidad de Madrid,CALLE Gardenia 29,28803.0,918808462,ies.isidradeguzman.alcala@educa.madrid.org,http://www.educa.madrid.org/ies.isidradeguzman.alcala,40.883829,-3.37401,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,BAJA,centros_educativos
28038847,SEVERO OCHOA,IES,Público,Alcobendas,Madrid,Comunidad de Madrid,CALLE de Francisco Chico Mendes 3,28108.0,916620443,ies.severoochoa.alcobendas@educa.madrid.org,http://www.educa.madrid.org/ies.severoochoa.alcobendas,40.933712,-3.658435,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28038859,PARQUE DE LISBOA,IES,Público,Alcorcón,Madrid,Comunidad de Madrid,CALLE de la Paz 6,28924.0,916118712,ies.parquelisboa.alcorcon@educa.madrid.org,http://www.educa.madrid.org/ies.parquelisboa.alcorcon,40.760622,-3.817056,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28038860,LA SERNA,IES,Público,Fuenlabrada,Madrid,Comunidad de Madrid,CALLE de Zaragoza 8,28941.0,916062508,ies.laserna.fuenlabrada@educa.madrid.org,http://www.educa.madrid.org/ies.laserna.fuenlabrada,40.705759,-3.798972,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28038872,LA FORTUNA,IES,Público,Leganés,Madrid,Comunidad de Madrid,CALLE Castelo Branco 4,28917.0,916197912,ies.lafortuna.leganes@educa.madrid.org,http://www.educa.madrid.org/ies.lafortuna.leganes,40.769493,-3.788774,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28038884,CLARA CAMPOAMOR,IES,Público,Móstoles,Madrid,Comunidad de Madrid,AVDA de Alcorcón 1,28936.0,916462125,ies.claracampoamor.mostoles@educa.madrid.org,http://www.educa.madrid.org/ies.claracampoamor.mostoles,40.739858,-3.858598,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28038896,VELAZQUEZ,IES,Público,Móstoles,Madrid,Comunidad de Madrid,CALLE del Pintor Velázquez 25,28935.0,916170563,ies.velazquez.mostoles@educa.madrid.org,http://www.educa.madrid.org/ies.velazquez.mostoles,40.740357,-3.877425,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28038902,MANUEL ELKIN PATARROYO,IES,Público,Parla,Madrid,Comunidad de Madrid,CMNO de la Cantueña s/n,28982.0,916986111,ies.manuelelkinpatarroyo.parla@educa.madrid.org,http://www.educa.madrid.org/ies.manuelelkinpatarroyo.parla,40.65344,-3.768338,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28038914,CAMILO JOSE CELA,IES,Público,Pozuelo de Alarcón,Madrid,Comunidad de Madrid,CALLE Islas Cíes 53,28223.0,917155861,ies.camilojosecela.pozuelodealarcon@educa.madrid.org,http://www.educa.madrid.org/ies.camilojosecela.pozuelodealarcon,40.849194,-3.824668,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28038926,VILLA DE VALDEMORO,IES,Público,Valdemoro,Madrid,Comunidad de Madrid,CALLE Herencia s/n,28341.0,918018490,ies.villadevaldemoro.valdemoro@educa.madrid.org,http://www.educa.madrid.org/ies.villadevaldemoro.valdemoro,40.598806,-3.686966,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28039037,ALPAJES,IES,Público,Aranjuez,Madrid,Comunidad de Madrid,CALLE de las Moreras 28,28300.0,918920298,ies.alpajes.aranjuez@educa.madrid.org,http://www.educa.madrid.org/ies.alpajes.aranjuez,40.444325,-3.597235,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28039128,MARIA DE ZAYAS Y SOTOMAYOR,IES,Público,Majadahonda,Madrid,Comunidad de Madrid,CALLE del Romero 2,28221.0,916396611,ies.mariadezayas.majadahonda@educa.madrid.org,http://www.educa.madrid.org/ies.mariadezayas.majadahonda,40.88684,-3.862917,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28039529,JUAN XXIII,CPR FPE,Concertado,Alcorcón,Madrid,Comunidad de Madrid,CALLE Nueva 2,28921.0,916438326,cc.juanxxiii.alcorcon@educa.madrid.org,WWW.JUANXXIII.NET,40.757577,-3.832585,2024-25,CFGM|CFGS,Técnico en Atención a Personas en Situación de Dependencia | Técnico Superior en Educación Infantil | Técnico Superior en Integración Social | Técnico Superior en Animación Sociocultural y Turística,Servicios Socioculturales y a la Comunidad,ALTA,centros_educativos
28039670,CARDENAL CISNEROS,IES,Público,Alcalá de Henares,Madrid,Comunidad de Madrid,CALLE Cardenal Sandoval y Rojas 1,28802.0,918817263,ies.cardenalcisnero.alcala@educa.madrid.org,http://www.educa.madrid.org/ies.cardenalcisnero.alcala,40.891351,-3.373079,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28039682,ALKALA-NAHAR,IES,Público,Alcalá de Henares,Madrid,Comunidad de Madrid,CALLE Ávila 1,28804.0,918819311,ies.alkalanahar.alcala@educa.madrid.org,http://www.educa.madrid.org/ies.alkalanahar.alcala,40.896909,-3.344487,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28039694,IGNACIO ELLACURIA,IES,Público,Alcorcón,Madrid,Comunidad de Madrid,CALLE del Olímpico Francisco Fernández Ochoa s/n,28923.0,916434290,ies.ignacioellacuria.alcorcon@educa.madrid.org,http://www.educa.madrid.org/ies.ignacioellacuria.alcorcon,40.749511,-3.824536,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,BAJA,centros_educativos
28039700,JOSEFINA ALDECOA,IES,Público,Alcorcón,Madrid,Comunidad de Madrid,CALLE de Sahagún s/n,28925.0,916125261,ies.josefinaaldecoa.alcorcon@educa.madrid.org,http://www.educa.madrid.org/ies.josefinaaldecoa.alcorcon,40.766582,-3.821773,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28039724,GRANDE COVIAN,IES,Público,Arganda del Rey,Madrid,Comunidad de Madrid,CMNO del Molino 8,28500.0,918700363,ies.grandecovian.arganda@educa.madrid.org,http://www.educa.madrid.org/ies.grandecovian.arganda,40.706355,-3.436123,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28039751,LA CAÑADA,IES,Público,Coslada,Madrid,Comunidad de Madrid,AVDA de la Cañada 44,28823.0,916741413,ies.lacanada.coslada@educa.madrid.org,http://www.educa.madrid.org/ies.lacanada.coslada,40.841293,-3.541819,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,BAJA,centros_educativos
28039797,JULIO CARO BAROJA,IES,Público,Fuenlabrada,Madrid,Comunidad de Madrid,CALLE de la Habana 2,28945.0,916060313,ies.carobaroja.fuenlabrada@educa.madrid.org,http://www.educa.madrid.org/ies.carobaroja.fuenlabrada,40.697248,-3.791046,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28039803,SALVADOR ALLENDE,IES,Público,Fuenlabrada,Madrid,Comunidad de Madrid,CALLE de Andalucía 12,28941.0,916977213,ies.salvadorallende.fuenlabrada@educa.madrid.org,http://www.educa.madrid.org/ies.salvadorallende.fuenlabrada,40.699112,-3.802159,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28039827,LAGUNA DE JOATZEL,IES,Público,Getafe,Madrid,Comunidad de Madrid,AVDA Vascongadas s/n,28903.0,916832026,ies.lagunadejoatzel.getafe@educa.madrid.org,http://www.educa.madrid.org/ies.lagunadejoatzel.getafe,40.721241,-3.716297,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28039839,ISAAC ALBENIZ,IES,Público,Leganés,Madrid,Comunidad de Madrid,AVDA Gran Bretaña 18,28916.0,916800443,ies.albeniz.leganes@educa.madrid.org,http://www.educa.madrid.org/ies.albeniz.leganes,40.75033,-3.748095,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28039840,MARQUES DE SUANZES,IES,Público,Madrid,Madrid,Comunidad de Madrid,AVDA del Veinticinco de Septiembre 3,28027.0,917414653,ies.marquesdesuanzes.madrid@educa.madrid.org,http://www.educa.madrid.org/ies.marquesdesuanzes.madrid,40.854568,-3.629283,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28039852,PEREZ GALDOS,IES,Público,Madrid,Madrid,Comunidad de Madrid,CALLE de Fermín Caballero 92,28035.0,913863098,ies.perezgaldos.madrid@educa.madrid.org,http://www.educa.madrid.org/ies.perezgaldos.madrid,40.88837,-3.725942,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,BAJA,centros_educativos
28039864,JULIO VERNE,IES,Público,Leganés,Madrid,Comunidad de Madrid,CALLE de la Ingeniería 4,28918.0,916807665,ies.julioverne.leganes@educa.madrid.org,http://www.educa.madrid.org/ies.julioverne.leganes,40.74724,-3.767735,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28039876,SALVADOR DALÍ,IES,Público,Madrid,Madrid,Comunidad de Madrid,CALLE de Verdaguer y García 2,28027.0,914049490,ies.salvadordali.madrid@educa.madrid.org,http://www.educa.madrid.org/ies.salvadordali.madrid,40.849645,-3.660603,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28039888,GABRIEL GARCIA MARQUEZ,IES,Público,Madrid,Madrid,Comunidad de Madrid,CALLE del Nevado del Ruiz 1,28033.0,913812820,ies.garciamarquez.madrid@educa.madrid.org,http://www.educa.madrid.org/ies.garciamarquez.madrid,40.879938,-3.639363,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28039891,VILLABLANCA,IES,Público,Madrid,Madrid,Comunidad de Madrid,CALLE de Villablanca 79,28032.0,917752214,ies.villablanca.madrid@educa.madrid.org,http://www.educa.madrid.org/ies.villablanca.madrid,40.815974,-3.603923,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28039943,CARLOS BOUSOÑO,IES,Público,Majadahonda,Madrid,Comunidad de Madrid,CALLE Pinos 10,28221.0,916347660,ies.carlosbousono.majadahonda@educa.madrid.org,http://www.educa.madrid.org/ies.carlosbousono.majadahonda,40.882448,-3.865993,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28039992,LOS ROSALES,IES,Público,Móstoles,Madrid,Comunidad de Madrid,CALLE Tulipán 4,28933.0,916146212,ies.losrosales.mostoles@educa.madrid.org,https://www.educa2.madrid.org/web/centro.ies.losrosales.mostoles,40.745583,-3.876309,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28040003,BENJAMIN RUA,IES,Público,Móstoles,Madrid,Comunidad de Madrid,CALLE Tulipán 1,28933.0,916645070,ies.benjaminrua.mostoles@educa.madrid.org,http://www.educa.madrid.org/ies.benjaminrua.mostoles,40.746093,-3.876789,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28040027,LUIS DE GONGORA,IES,Público,Torrejón de Ardoz,Madrid,Comunidad de Madrid,CALLE Río s/n,28850.0,916487638,ies.gongora.torrejondeardoz@educa.madrid.org,http://www.educa.madrid.org/ies.gongora.torrejondeardoz,40.860087,-3.475764,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28040611,AL-SATT,IES,Público,Algete,Madrid,Comunidad de Madrid,AVDA de Europa s/n,28110.0,916282412,ies.alsatt.algete@educa.madrid.org,http://www.educa.madrid.org/ies.alsatt.algete,41.007774,-3.512202,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28040647,ESCUELA TECNICA DE ENSEÑANZAS ESPECIALIZADAS,CPR FPE,Privado,Madrid,Madrid,Comunidad de Madrid,CALLE de Adela Balboa 16,28039.0,915347084,escuelatecnica@telefonica.net,www.etee.es,40.858359,-3.711507,2024-25,CFGM|CFGS,Técnico Superior en Administración y Finanzas | Técnico en Gestión Administrativa,Administración y Gestión,ALTA,centros_educativos
28040660,ALDEBARAN,IES,Público,Alcobendas,Madrid,Comunidad de Madrid,AVDA de Valdelaparra 90,28108.0,916618085,ies.aldebaran.alcobendas@educa.madrid.org,http://www.educa.madrid.org/ies.aldebaran.alcobendas,40.95336,-3.664714,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28040672,GUSTAVO ADOLFO BECQUER,IES,Público,Algete,Madrid,Comunidad de Madrid,AVDA de Europa s/n,28110.0,916291601,ies.becquer.algete@educa.madrid.org,http://www.educa.madrid.org/ies.becquer.algete,41.007774,-3.512202,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28040684,CARPE DIEM,IES,Público,Chinchón,Madrid,Comunidad de Madrid,CALLE Álvarez Laviada 3,28370.0,918940214,ies.carpediem.chinchon@educa.madrid.org,http://www.educa.madrid.org/ies.carpediem.chinchon,40.548766,-3.416983,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28040696,JOSÉ HIERRO,IES,Público,Getafe,Madrid,Comunidad de Madrid,AVDA de Juan Carlos I 9,28905.0,916821213,ies.josehierro.getafe@educa.madrid.org,http://www.educa.madrid.org/ies.josehierro.getafe,40.700496,-3.756237,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28040702,LEON FELIPE,IES,Público,Getafe,Madrid,Comunidad de Madrid,AVDA de las Fuerzas Armadas s/n,28901.0,916818080,ies.leonfelipe.getafe@educa.madrid.org,http://www.educa.madrid.org/ies.leonfelipe.getafe,40.709411,-3.737136,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28040714,DE GUADARRAMA,IES,Público,Guadarrama,Madrid,Comunidad de Madrid,CTRA del Escorial s/n,28440.0,918542212,ies.guadarrama@educa.madrid.org,http://www.educa.madrid.org/ies.guadarrama,41.075637,-4.094874,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28040726,JUAN DE MAIRENA,IES,Público,Leganés,Madrid,Comunidad de Madrid,CALLE Beatriz Galindo 3,28914.0,916889133,ies.juandemairena.leganes@educa.madrid.org,http://www.educa.madrid.org/ies.juandemairena.leganes,40.737475,-3.758077,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,BAJA,centros_educativos
28040738,SAN NICASIO,IES,Público,Leganés,Madrid,Comunidad de Madrid,PASEO de la Ermita 4,28918.0,916807752,ies.sannicasio.leganes@educa.madrid.org,http://www.educa.madrid.org/ies.sannicasio.leganes,40.750572,-3.767584,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28040741,ITURRALDE,IES,Público,Madrid,Madrid,Comunidad de Madrid,CALLE de Nuestra Señora de la Luz 53,28047.0,914626822,ies.iturralde.madrid@educa.madrid.org,http://www.educa.madrid.org/ies.iturralde.madrid,40.795537,-3.755774,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28040751,VILLA DE VALLECAS,IES,Público,Madrid,Madrid,Comunidad de Madrid,CALLE de Villarino de los Aires 14,28031.0,917774715,ies.villadevallecas.madrid@educa.madrid.org,http://www.educa.madrid.org/ies.villadevallecas.madrid,40.784774,-3.628517,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28040763,ANA OZORES,IES,Público,Móstoles,Madrid,Comunidad de Madrid,AVDA de la O.N.U. 87,28936.0,916460176,ies.anaozores.mostoles@educa.madrid.org,http://www.educa.madrid.org/ies.anaozores.mostoles,40.720531,-3.85996,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,BAJA,centros_educativos
28040775,SAN JUAN DE LA CRUZ,IES,Público,Pozuelo de Alarcón,Madrid,Comunidad de Madrid,CALLE San Juan de la Cruz s/n,28223.0,913525380,ies.sanjuandelacruz.pozuelodealarcon@educa.madrid.org,http://www.educa.madrid.org/ies.sanjuandelacruz.pozuelodealarcon,40.840377,-3.821961,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28040787,EL BURGO-IGNACIO ECHEVERRÍA,IES,Público,"Rozas de Madrid, Las",Madrid,Comunidad de Madrid,AVDA de España 141,28231.0,916393511,ies.burgoiecheverria.lasrozas@educa.madrid.org,http://www.educa.madrid.org/ies.burgoiecheverria.lasrozas,40.898352,-3.888377,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28040799,JULIO PALACIOS,IES,Público,San Sebastián de los Reyes,Madrid,Comunidad de Madrid,AVDA del Moscatelar 19,28703.0,916524999,ies.juliopalacios.sansebastian@educa.madrid.org,http://www.educa.madrid.org/ies.juliopalacios.sansebastian,40.95377,-3.621966,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28041354,AGORA,IES,Público,Alcobendas,Madrid,Comunidad de Madrid,CALLE Manuel de Falla 54-56,28100.0,916515700,ies.agora.alcobendas@educa.madrid.org,http://www.educa.madrid.org/ies.agora.alcobendas,40.962535,-3.646362,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28041366,EL PINAR,IES,Público,Alcorcón,Madrid,Comunidad de Madrid,CALLE del Parque Ferial s/n,28923.0,916439644,ies.elpinar.alcorcon@educa.madrid.org,http://www.educa.madrid.org/ies.elpinar.alcorcon,40.749638,-3.829501,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28041378,PROFESOR MAXIMO TRUEBA,IES,Público,Boadilla del Monte,Madrid,Comunidad de Madrid,CALLE de Santillana del Mar 22,28660.0,916321512,ies.maximotrueba.boadilla@educa.madrid.org,http://www.educa.madrid.org/ies.maximotrueba.boadilla,40.816165,-3.887114,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28041381,DE LA CABRERA,IES,Público,"Cabrera, La",Madrid,Comunidad de Madrid,CALLE de las Azucenas 12,28751.0,918688411,ies.lacabrera@educa.madrid.org,http://www.educa.madrid.org/ies.lacabrera,41.277714,-3.614321,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28041391,ANTONIO GAUDI,IES,Público,Coslada,Madrid,Comunidad de Madrid,CALLE del Júcar 1,28823.0,916733314,ies.antoniogaudi.coslada@educa.madrid.org,http://www.educa.madrid.org/ies.antoniogaudi.coslada,40.83353,-3.542028,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28041408,JOSÉ LUIS LÓPEZ ARANGUREN,IES,Público,Fuenlabrada,Madrid,Comunidad de Madrid,CALLE de Colombia 30,28945.0,916069595,ies.lopezaranguren.fuenlabrada@educa.madrid.org,http://www.educa.madrid.org/ies.lopezaranguren.fuenlabrada,40.703551,-3.786611,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,BAJA,centros_educativos
28041411,ALTAIR,IES,Público,Getafe,Madrid,Comunidad de Madrid,CTRA de Getafe-Leganés s/n,28904.0,916831621,ies.altair.getafe@educa.madrid.org,http://www.educa.madrid.org/ies.altair.getafe,40.725079,-3.745977,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
